sOccupation,cJobTitle
21,Processing Manager (Mining)
188,Procurement Agent
188,Procurement Officer
16,Product Development Director
16,Product Development Manager
178,Product Safety Inspector
20,Production And Operations Manager (Manufacturing)
221,Production Assistant (Media)
221,Production Assistant (Motion Picture)
243,Production Clerk
21,Production Controller (Mining)
147,Production Coordinator (Mining)
46,Production Engineer
18,Production Manager (Agriculture)
19,Production Manager (Aquaculture)
20,Production Manager (Chemicals)
19,Production Manager (Fishing)
18,Production Manager (Forestry)
20,Production Manager (Gas Supply)
21,Production Manager (Mine)
21,Production Manager (Oil And Gas Extraction)
20,Production Manager (Oil Refinery)
20,Production Manager (Petroleum Refinery)
20,Production Manager (Power Generation)
21,Production Manager (Quarry)
20,Production Manager (Waste Management)
20,Production Manager (Water Supply And Treatment)
243,Production Planning Clerk (Coordination)
243,Production Planning Clerk (Schedule)
148,Production Supervisor (Manufacturing)
147,Production Supervisor (Mining)
59,Products Designer
388,Products Grader
388,Products Inspector (Except Food And Drinks)
127,Professional Almoner
127,Professional Caseworker
127,Professional Housefather
127,Professional Housemaster (Approved School)
127,Professional Housemistress (Approved School)
127,Professional Housemother
68,Professional Midwife
67,Professional Nurse
67,Professional Nurse (Obstetrics)
67,Professional Nurse (Occupational Health)
67,Professional Nurse (Paediatric)
67,Professional Nurse (Psychiatric)
216,Program Coordinator (Broadcasting)
211,Program Leader (Recreation)
109,Programme Analyst (Computers)
16,Programme Manager (Research)
109,Programmer Analyst
109,Programmer-Analyst
218,Programming Assistant (ICT)
22,Project Builder
22,Project Manager (Civil Engineering)
16,Project Manager (Clinical Trials)
22,Project Manager (Construction)
24,Project Manager (Information Technology)
16,Project Manager (Research)
400,Projection Printer
216,Prompter
247,Proof Reader
360,Proof-Presser
247,Proofreader
247,Proofreading Clerk
247,Proofreading Clerk
129,Proofreading Editor
391,Prop Drawer (Mine)
391,Prop Drawer (Quarry)
193,Property Agent
97,Property Consultant (Investment)
193,Property Manager
216,Property Master (Broadcasting)
193,Property Salesperson
118,Prosecutor
167,Prosthesis Fitter
167,Prosthesis Maker
167,Prosthesis Repairer
167,Prosthetic Technician
167,Prosthetist
73,Prosthodontist
268,Prostitute
191,Protocol Officer
268,Providing Sexual Services Hooker
287,Psychiatric Aide
65,Psychiatrist
65,Psychiatry Doctor
65,Psychiatry Registrar
126,Psychoanalyst
127,Psychoeducator
126,Psychological Analyst
126,Psychological Therapist
126,Psychologist
126,Psychometrist
126,Psychotherapist
221,Public Address Equipment Operator
105,Public Affairs Officer
47,Public Health Engineer
67,Public Health Nurse
77,Public Health Nutritionist
75,Public Health Officer
26,Public Health Officer (Chief)
105,Public Information Officer
237,Public Opinion Interviewer
101,Public Policy Adviser
12,Public Policy Manager
101,Public Policy Officer
105,Public Relations Consultant
15,Public Relations Director
15,Public Relations Manager
105,Public Relations Officer
248,Public Writer
251,Publication Clerk
62,Publication Designer
105,Publicist
105,Publicity Agent
105,Publicity Copywriter
105,Publicity Writer
31,Publisher
31,Publishing Manager
419,Pug-Mill Operator (Clay)
393,Pulling Equipment Operator (Oil And Gas Wells)
253,Pullman Car Attendant
253,Pullman Car Conductor
416,Pulp And Paper Calenderer
155,Pulping Control Operator
155,Pulping Technician
151,Pumping-Station Operator
153,Pumping-Station Operator (Petroleum And Natural Gas)
151,Pumping-Station Operator (Water And Sewerage)
138,Puppeteer
188,Purchasing Agent
23,Purchasing Manager
188,Purchasing Merchandiser
188,Purchasing Officer
151,Purification Plant Operator (Water)
128,Qari
112,Quality Assurance Analyst (Computers)
388,Quality Controller
100,Quality Facilitator
388,Quality Inspector
141,Quality Inspector (Electrical (Products))
141,Quality Inspector (Electronic Products)
142,Quality Inspector (Mechanical Products)
100,Quality Inspector (Services)
52,Quantity Surveyor
146,Quantity Technician (Surveying)
391,Quarrier
391,Quarry Labourer
21,Quarry Manager
144,Quarry Sampler
147,Quarry Supervisor
383,Quilt Maker
128,Rabbi
266,Racehorse Trainer
209,Racing (Motorcyclist)
209,Racing Cyclist
209,Racing Driver
56,Radar Engineer
65,Radiation Oncologist
75,Radiation Protection Adviser
75,Radiation Protection Consultant
75,Radiation Protection Expert
75,Radiation Protection Officer
164,Radiation Therapy Technician
164,Radiation Therapy Technologist
369,Radio Aerial Erector
137,Radio Announcer
425,Radio Assembler
37,Radio Astronomer
135,Radio Director
56,Radio Engineer
222,Radio Equipment Operator (Flight)
222,Radio Equipment Operator (Land-Based)
222,Radio Equipment Operator (Sea-Based)
369,Radio Mechanic
135,Radio Producer
369,Radio Repairer
369,Radio Servicer
164,Radiographer
65,Radiologist
65,Radiology Doctor
65,Radiology Registrar
306,Raft Assembler (Logging)
306,Raft Driver (Logging)
23,Rail Operations Superintendent
428,Railway Braker
338,Railway Cable Rigger
427,Railway Engine Driver
428,Railway Shunter
428,Railway Signaller
23,Railway Station Manager
23,Railway Station Master
23,Railway Stationmaster
306,Railway Tie Cutter
453,Railway Trackman
453,Railway Trackwoman
460,Railway Vehicles Loader
428,Railway Yard Coupler
244,Railway Yardmaster
301,Ranch Farmer
301,Ranch Hand
448,Ranch Labourer
18,Ranch Manager
301,Rancher
240,Rating Clerk
152,Reactor Operator (Chemical)
150,Reactor Operator (Nuclear-Power)
399,Reactor-Converter Operator (Chemical Processes (Except Petroleum And Natural Gas))
193,Real Estate Agent
185,Real Estate Appraiser
193,Real Estate Salesperson
193,Realtor
342,Reaming Machine Setter-Operator (Metal Working)
1,Rear-Admiral
242,Receiving Clerk
191,Reception Manager (Weddings)
236,Receptionist
135,Record Producer
221,Recording Equipment Operator
173,Records Clerk (Medical)
250,Records Clerk (Personnel)
242,Records Clerk (Stock Control)
121,Records Manager
173,Records Manager (Health)
211,Recreation Instructor
80,Recreational Therapist
3,Recruit Soldier
250,Recruitment Clerk
102,Recruitment Consultant
11,Recruitment Director
11,Recruitment Manager
102,Recruitment Officer
150,Rectifier Operator (Electric Current)
469,Recycler
468,Recycling Collector
469,Recycling Labourer
469,Recycling Picker
469,Recycling Sorter
469,Recycling Worker
298,Reed Grower
214,Reference Officer (Library)
155,Refinery Operator (Paper Pulp)
153,Refinery Operator (Petroleum And Natural Gas)
153,Refinery Process  Technician
50,Refinery Process Engineer
170,Reflexologist
319,Refractory Bricklayer
270,Refreshments Vendor (Street)
330,Refrigeration And Air Conditioning Equipment Erector
330,Refrigeration And Air Conditioning Equipment Installer
49,Refrigeration Engineer (Mechanical)
330,Refrigeration Mechanic
151,Refrigeration System Operator
468,Refuse Collector
469,Refuse Sorter
477,Regional Director
477,Regional Manager
67,Registered Nurse
44,Rehabilitation Officer (Environmental Rehabilitation)
301,Reindeer Breeder
127,Relationship Therapist
112,Release Manager (Projects (ICT))
112,Release Manager (Systems (ICT))
128,Religion Minister
128,Religion Rector
208,Religious Sister
208,Religious Worker
80,Remedial Gymnast
89,Remedial Teacher
230,Rent Collector
193,Rental Agent (Apartment)
193,Rental Agent (Housing)
283,Rental Salesperson
249,Reproduction Processes Clerk (Office)
304,Reptile Breeder
416,Repulper Operator
16,Research And Development Manager
42,Research Associate (Clinical)
42,Research Associate (Medical)
39,Research Chemist
16,Research Director
16,Research Manager
231,Reservations Clerk (Travel)
151,Reservoir Operator (Water)
65,Resident Medical Officer (In Specialist Training)
64,Resident Medical Officer (Specializing In General Practice)
288,Residential Care Assistant (Aged Or Disabled)
27,Residential Care Manager (Nursing Home)
180,Respiratory Therapy  Technician
288,Respite Care Assistant
288,Respite Care Worker
288,Respite Carer
275,Restaurant Cashier
473,Restaurant Cellarhand
473,Restaurant Cellarman
473,Restaurant Cellarwoman
441,Restaurant Charworker
441,Restaurant Cleaner
255,Restaurant Cook
33,Restaurant Manager
256,Restaurant Seating Attendant
33,Restaurateur
441,Rest-Room Attendant
74,Retail Chemist
274,Retail Establishment Salesperson
34,Retail Manager
74,Retail Pharmacist
34,Retail Trade Merchant
272,Retailer
27,Retirement Village Coordinator
399,Retort Operator (Chemical And Related Processes)
399,Retort Operator (Coal Gas)
44,Revegetation Officer
101,Reviewing Policy Researcher
37,Rheologist
65,Rheumatologist
65,Rhinologist
357,Ribbon Lapper
447,Rice Farm Labourer
296,Rice Farmer
296,Rice Farmer (Market Production)
313,Rice Farmer (Subsistence Farming)
296,Rice Grower
458,Rickshaw Boy
458,Rickshaw Driver (Cycle)
458,Rickshaw Driver (Foot)
429,Rickshaw Driver (Motorized)
348,Rickshaw Mechanic (Cycle)
345,Rickshaw Mechanic (Motorized)
458,Rickshaw Puller
35,Riding School Manager
3,Rifleman
3,Riflewoman
338,Rigger
182,Risk Analyst (Assessing Credit Worthiness Of Clients)
337,Riveter
435,Road Grader And Scraper Driver
435,Road Roller Driver
435,Road Surface Laying Machine Operator
433,Road Train Driver
460,Road Vehicles Loader
435,Road-Roller Operator
399,Roasting Equipment Operator (Chemical And Related Processes)
414,Roasting Equipment Operator (Cocoa-Bean)
414,Roasting Equipment Operator (Coffee)
155,Robot Controller (Industrial)
155,Robot Operator (Industrial)
52,Robotics Engineer
146,Robotics Technician
346,Rocket Engine Component Mechanic
436,Roller Coaster Operator
396,Rolling-Mill Manipulator
414,Rolling-Mill Operator (Grain)
396,Rolling-Mill Operator (Non-Ferrous Metal)
396,Rolling-Mill Operator (Seamless Pipe And Tube)
414,Rolling-Mill Operator (Spices)
396,Rolling-Mill Operator (Steel (Cold-Rolling))
396,Rolling-Mill Operator (Steel (Continuous))
396,Rolling-Mill Operator (Steel (Hot-Rolling))
391,Roof Bolter (Mining)
324,Roof Fixer
324,Roof Tiler
324,Roofer
328,Roofing Glazier
436,Ropeway Operator (Aerial)
298,Rose Grower
250,Roster Clerk
250,Rostering Officer
250,Rostering Workers Clerk
456,Rotor Coil Winder (Hand)
425,Rotor Coil Winder (Operating  Machine)
342,Routing Machine Setter-Operator (Metal Working)
379,Routing Machine Setter-Operator (Woodworking)
360,Rubber Block Engraver (Printing)
297,Rubber Farmer
297,Rubber Grower
402,Rubber Moulder
402,Rubber Processing Plant Operator
426,Rubber Products Assembler
355,Rubber Stamper (Ceramics)
297,Rubber Tapper
50,Rubber Technologist
262,Sacristan
385,Saddle Maker
362,Saddle Stitch Operator (Bookbinding)
385,Saddler
254,Safari Guide
178,Safety And Health Inspector
178,Safety And Health Inspector (Child Care)
178,Safety And Health Inspector (Consumer (Protection))
178,Safety And Health Inspector (Electricity)
178,Safety And Health Inspector (Establishments)
178,Safety And Health Inspector (Factories)
178,Safety And Health Inspector (Industrial (Waste-Processing))
178,Safety And Health Inspector (Labour)
178,Safety And Health Inspector (Pollution)
178,Safety And Health Inspector (Shops)
142,Safety And Health Inspector (Vehicles)
178,Safety And Health Inspector (Working Conditions)
52,Safety Engineer
144,Safety Inspector (Mines)
357,Safety Net Maker
381,Sail Cutter
382,Sail Sewer
382,"Sail, Tent And Awning Maker"
211,Sailing Instructor
438,Sailor
381,Sails Patternmaker
282,Salad Bar Attendant
241,Salaries Clerk
187,Sales Agent (Commercial)
107,Sales Agent (Communications (Technology))
107,Sales Agent (Computer (Systems))
106,Sales Agent (Engineering)
107,Sales Agent (Information Technology)
186,Sales Agent (Insurance)
187,Sales Agent (Manufacturing)
106,Sales Agent (Medical)
106,Sales Agent (Technical)
283,Sales Assistant (Car Hire)
275,Sales Assistant (Checkout)
461,"Sales Assistant (Filling Shelf, Fridge Or Freezer)"
269,Sales Assistant (Market Stall)
461,Sales Assistant (Nightfill)
283,Sales Assistant (Rental)
274,Sales Assistant (Shop)
269,Sales Assistant (Street Stall)
461,Sales Assistant (Supermarket (Stock Control))
273,Sales Assistants Supervisor
274,Sales Clerk
274,Sales Consultant (Automobile)
283,Sales Consultant (Car Hire)
107,Sales Consultant (Computer Systems)
279,Sales Consultant (Door-To-Door)
106,Sales Consultant (Engineering)
107,Sales Consultant (Information Technology)
187,Sales Consultant (Manufacturing)
280,Sales Consultant (Outbound Calls)
283,Sales Consultant (Rental)
106,Sales Consultant (Technical (Except ICT))
107,Sales Consultant (Technical (ICT))
280,Sales Consultant (Telemarketing)
278,Sales Demonstrator
14,Sales Director
106,Sales Engineer (Except ICT)
107,Sales Engineer (ICT)
14,Sales Manager
280,Sales Manager (Call Centre)
278,Sales Merchandiser
187,Sales Representative
274,Sales Representative (Automobile)
107,Sales Representative (Communications Technology)
107,Sales Representative (Computer Systems)
279,Sales Representative (Door-To-Door)
106,Sales Representative (Engineering)
107,Sales Representative (ICT)
106,Sales Representative (Industrial Products)
107,Sales Representative (Information Technology)
186,Sales Representative (Insurance)
187,Sales Representative (Manufacturing)
106,Sales Representative (Medical And Pharmaceutical Products)
106,Sales Representative (Technical (Except ICT))
107,Sales Representative (Technical (ICT))
104,Sales Specialist (Promotion (Methods))
280,Sales Team Manager (Call Centre)
44,Salinity Researcher
44,Salinity Scientist
386,Salvage Diver
386,Salvage Frogman
386,Salvage Frogwoman
208,Salvationist
320,Sand Blaster (Stonecutting)
397,Sandblasting Equipment (Metal)  Operator
419,Sandblasting Equipment Operator (Glass)
379,Sanding Woodworker
178,Sanitarian
47,Sanitary Engineer
178,Sanitary Inspector
108,SAP Administrator (Business Analysis)
108,SAP Analyst
371,Sauces And Condiments Preserver
215,Saucier
259,Sauna Attendant
371,Sausage Maker
343,Saw Doctor
417,Saw Operator (Circular)
343,Saw Repairer
343,Saw Repairer
343,Saw Sharpener
417,Sawmill Operator
417,Sawmill Sawyer
133,Saxophonist
323,Scaffolder
323,Scaffolding Rigger
350,Scale Balancer
242,Scale Clerk
164,Scanning Equipment Operator (Medical)
164,Scanning Equipment Operator (Optical)
164,Scanning Equipment Technician (Medical)
469,Scavenger
129,Scenario Writer
213,Scenery Designer
243,Schedule Clerk (Materials)
94,School Counsellor
29,School Director
29,School Head
88,School Inspector
29,School Principal
286,Schoolchildren Attendant
83,Schoolmaster (Secondary Education)
83,Schoolmistress (Secondary Education)
254,Science Interpreter
212,Scientific Photographer
469,Scrap Dealer
469,Scrap Merchant
396,Scrap Metal  Shredder
170,Scraping And Cupping Therapist
360,Screen Maker
361,Screen Printer
399,Screener Operator (Chemical And Related Materials)
416,Screener Operator (Paper Pulp)
248,Scribe
216,Script Boy
129,Script Editor
216,Script Girl
129,Script Writer
247,Scripts Clerk
132,Sculptor
132,Sculpture Modeller
92,Sculpture Teacher (Private Tuition)
308,Seafood Farmer
311,Seal Fisher
311,Seal Fisherman
311,Seal Fisherwoman
311,Seal Hunter
382,Seamstress
161,Seaplane Pilot
452,Seaweed Gatherer
90,Second Language Teacher
1,Second Lieutenant (Army)
160,Second Mate
83,Secondary School Teacher
199,Secretarial Assistant (Doctors Surgery)
199,Secretarial Assistant (Medical)
197,Secretarial Tasks Paralegal
223,Secretary
5,Secretary Of State
98,Securities Analyst
181,Securities Broker
240,Securities Clerk
98,Securities Consultant
181,Securities Dealer
182,Securities Officer (Loans Or Lending)
181,Securities Salesperson
181,Securities Trader
117,Security Analyst (Computer)
117,Security Analyst (Data)
117,Security Analyst (ICT)
101,Security Analyst (Policy)
293,Security Consultant
117,Security Consultant (Computer)
117,Security Consultant (Data)
117,Security Consultant (ICT)
101,Security Consultant (Policy)
293,Security Guard
293,Security Officer (Guard)
101,Security Officer (Policy)
293,Security Patrolman
293,Security Patrolwoman
117,Security Specialist (Computer)
117,Security Specialist (Data)
293,Security Specialist (Except Computer)
117,Security Specialist (ICT)
298,Seeds Grower (Nursery)
40,Seismologist
33,Self-Service Restaurant Manager
34,Self-Service Store Manager
279,Selling Door-To-Door Distributor
131,Semasiologist
55,Semiconductors Engineer
433,Semi-Trailer Driver
5,Senator
1,Senior Officer (Defence Forces)
8,Senior Official (Employers' Organization)
8,Senior Official (Humanitarian Organization)
8,Senior Official (Political Party)
8,Senior Official (Special-Interest Organization)
8,Senior Official (Trade Union)
152,Separator Operator (Chemical)
329,Septic Tank Installer
2,Sergeant Major
2,Sergeant Major Soldier
2,Sergeant-Major
303,Sericultural Worker (Skilled)
303,Sericulture Farmer
303,Sericulturist
156,Serology Technician
115,Server Engineer
281,Service Station Attendant
275,Service Station Attendant (Cashier)
275,Service Station Attendant (Console)
281,Service Station Attendant (Petrol Pump)
275,Service Station Cashier
275,Service Station Console Operator
213,Set Designer
182,Settlements Officer (Loans Or Financial Settlements)
379,Set-Up Operator (Woodworking Machine)
151,Sewage Plant Operator
382,Sewer
329,Sewerage Pipe Fitter
408,Sewing Machinist
127,Sex Therapist
268,Sex Worker (Providing Sexual Services)
280,Sex Worker (Telephone Or Internet)
262,Sexton
127,Sexual Assault Counsellor
371,Shactor
342,Shaping Machine Setter-Operator (Metal Working)
379,Shaping Machine Setter-Operator (Woodworking)
181,Sharebroker
301,Sheep Farmer
301,Sheep Farmer (Market Production)
314,Sheep Farmer (Subsistence Farming)
301,Sheep Raiser
301,Sheep Shearer
301,Sheep Stockman
301,Sheep Stockwoman
336,Sheet Metal Marker
416,Sheeter Operator (Pulp And Paper)
342,Sheet-Metal Spinner
336,Sheet-Metal Worker
461,Shelf Filler
461,Shelf Packer
461,Shelf Replenisher
461,Shelf Stacker
461,Shelf Stocker
386,Shell Fish Diver
452,Shellfish Gatherer
301,Shepherd
314,Shepherd (Subsistence Farming)
397,Sherardiser
176,Shiatsu Therapist
147,Shift Boss (Mining)
147,Shift Coordinator (Mining)
147,Shift Supervisor (Mining)
337,Ship Beam And Frame Erector
160,Ship Captain
160,Ship Captain (Inland Waterways)
160,Ship Captain (Sea)
49,Ship Construction Engineer
255,Ship Cook
365,Ship Electrician
460,Ship Loader
160,Ship Master (Inland Waterways)
160,Ship Master (Sea)
160,Ship Mate
347,Ship Mechanic
160,Ship Navigator
160,Ship Officer (Deck)
160,Ship Officer (Navigation)
222,Ship Officer (Radio)
347,Ship Oiler And Greaser
160,Ship Pilot
337,Ship Plater
96,Ship Purser
338,Ship Rigger
256,Ship Steward (Dining Saloon)
256,Ship Steward (Mess)
252,Ship Stewardess
256,Ship Stewardess (Dining Saloon)
256,Ship Stewardess (Mess)
420,Ship Stoker
189,Shipbroker
190,Shipping Agent
189,Shipping Broker
420,Ship's Boiler Fireman
420,Ship's Boiler Firewoman
159,Ship's Engineer
331,Ship's Hull Painter
252,Ship's Steward
380,Shirt Maker
464,Shoe-Black
385,Shoemaker
464,Shoe-Polisher
464,Shoes Polisher
464,Shoes Shiner
464,Shoe-Shiner
274,Shop Assistant
275,Shop Assistant (Checkout)
274,Shop Attendant
322,Shop Fitter
272,Shop Keeper
34,Shop Manager
460,Shop Porter
274,Shop Salesperson
273,Shop Supervisor
322,Shopfitter
272,Shopkeeper
36,Shopping Centre Manager
19,Shore Captain (Fishing)
23,Shore Captain (Shipping)
462,Short Order Cook
129,Short Story Writer
224,Shorthand Typist
320,"Shot, Stonecutting Blaster"
387,Shotfirer
435,Shovel Operator (Mechanical)
209,Show Jumper
297,Shrub Crop Farmer
297,Shrub Crop Grower
297,Shrub Pruner (Crops)
450,Shrub Pruner (Garden Maintenace)
297,Shrubs Budder-Grafter
297,Shrubs Grafter
427,Shunting-Engine Driver
433,Shuttle Car Operator (Mine)
433,Shuttle Car Operator (Quarry)
456,Shuttle Hand
399,Sifting Equipment Operator (Chemical And Related Materials)
254,Sightseeing Guide
131,Sign Language Interpreter
56,Signal Engineer (Systems)
355,Signpainter
355,Signwriter
355,Sign-Writing Letterer
303,Silk Farmer
361,Silk-Screen Printer
361,Silk-Screen Stenciller
303,Silkworm Raiser
303,Silkworm Raising Farmer
392,Silver Precipitator
352,Silver Smith
352,Silversmith
158,Silviculture Technician
43,Silviculturist
133,Singer
91,Singing Teacher (Private Tuition)
149,Site Coordinator (Building)
149,Site Coordinator (Construction)
149,Site Manager (Building)
149,Site Manager (Construction)
149,Site Supervisor (Construction)
210,Ski Instructor
209,Skier
436,Ski-Lift Operator
338,Ski-Lift Rigger
306,Skilled Worker (Afforestation)
384,Skin Classer
384,Skin Grader
436,Skip Tender
320,Slate Grinder
320,Slate Polisher
324,Slate Roofer
371,Slaughterer
306,Sleeper Cutter
253,Sleeping Car Attendant
253,Sleeping Car Conductor
259,Slimming Consultant
357,Sliver Lapper
436,Sluice Operator (Dock)
396,Slurry Equipment Operator (Metal)
345,Small Engine Mechanic
362,Small Machine Bindery Worker
154,Smelter Operator
371,Smokehouse Worker (Fish)
371,Smokehouse Worker (Meat)
33,Snack-Bar Manager
304,Snail Breeder
35,Snooker Hall Manager
435,Snow Groomer Operator
376,Snuff Blender
376,Snuff Drier
376,Snuff Grinder
376,Snuff Maker
376,Snuff Mixer
376,Snuff Screener
12,Social Administration Manager
202,Social Benefits Officer
268,Social Escort
105,Social Media Manager
124,Social Pathologist
101,Social Planner
12,Social Planning Manager
101,Social Policy Consultant
124,Social Researcher
124,Social Scientist
202,Social Security Officer (Claims)
28,Social Services Manager
28,Social Welfare Manager
28,Social Work Manager
127,Social Worker
207,Social Worker (Associate Professional)
127,Social Worker (Probation)
124,Sociologist
383,Soft Furnishing Maker
382,Soft Toys Toymaker
218,Software Analyst (Support)
112,Software Analyst (Testing)
109,Software Designer
109,Software Developer
109,Software Engineer
218,Software Installer
218,Software Support Consultant
218,Software Technician
112,Software Tester
112,Software Testing Coordinator
93,Software Trainer
43,Soil  Scientist
44,Soil Conservation Officer
44,Soil Conservationist
43,Soil Consultant
47,Soil Mechanics Engineer
157,Soil Science Technician
150,Solar Power Plant Operator
335,Solderer
335,Soldering Setter-Operator (Jewellery)
335,Soldering Setter-Operator (Metal)
3,Soldier
1,Soldier Captain
118,Solicitor
206,Solicitor's Assistant
326,Solid Plasterer
108,Solutions Architect (Business)
256,Sommelier
129,Song Writer
164,Sonographer
133,Soprano
246,Sorting Clerk (Mail)
221,Sound Editor
221,Sound Mixer
221,Sound Technician (Studio (Radio))
221,Sound Technician (Studio (Television))
351,Sound-Board Maker (Piano)
221,Sound-Effects Technician
327,Sound-Proofing Installer
221,Sound-Testing Technician
215,Sous-Chef
296,Soya-Bean Farmer
296,Soya-Bean Grower
259,Spa Attendant
5,Speaker
255,Special Diets Cook
89,Special Education Teacher
89,Special Education Teacher (Learning Disabilities)
216,Special Effects Technician
8,Special-Interest Organization Chairperson
8,Special-Interest Organization Director-General
8,Special-Interest Organization Secretary-General
67,Specialist Nurse
65,Specialist Physician
65,Specialist Physician (Internal Medicine)
65,Specialist Physician (Nuclear Medicine)
78,Speech Pathologist
78,Speech Therapist
180,Speech Therapy Assistant
129,Speech Writer
298,Spices Grower (Nursery)
372,Sponge Cake Maker
386,Sponge Diver
309,Sponge Hooker
209,Sport Aerialist
209,Sport Gymnast
194,Sports Agent
137,Sports Announcer
8,Sports Association Chairperson
35,Sports Centre Manager
210,Sports Coach
130,Sports Commentator
130,Sports Editor
385,Sports Equipment Maker (Footwear)
378,Sports Equipment Maker (Wood)
210,Sports Instructor
210,Sports Judge
77,Sports Nutritionist
210,Sports Official
65,Sports Physician
209,Sports Player
194,Sports Promoter
126,Sports Psychologist
210,Sports Referee
130,Sports Reporter
210,Sports Trainer
210,Sports Umpire
130,Sports Writer
209,Sportsman
209,Sportswoman
384,Spray Dyer-Stainer
399,Spray-Drier Operator (Chemical And Related Processes)
389,Spraying Contractor (Pest Or Weed Control)
435,Spreader Operator (Asphalt)
435,Spreader Operator (Concrete Paving (Construction))
435,Spreader Operator (Stone (Construction))
435,Spreader Operator (Tar)
209,Springboard Or Platform Diver
1,Squadron Leader (Air Force)
448,Stable Hand
448,Stable Lad
448,Stable Lass
250,Staff Clerk
103,Staff Development Consultant (Training)
103,Staff Development Officer
103,Staff Development Trainer
364,Stage And Studio Electrician
213,Stage Designer
135,Stage Director
216,Stage Manager
135,Stage Producer
331,Stage Scenery Painter
216,Stage Technician
338,Stagehand
328,Stained-Glass Glazier
138,Stand-Up Comedian
5,State Governor
23,Station Master (Railway)
34,"Station, Service Manager"
347,Stationary Engine Repairer
420,Stationary Engineer
347,Stationary Fitter (Engine)
184,Statistical Assistant
240,Statistical Clerk
41,Statistician
247,Statistics Coder
456,Stator Coil Winder (Hand)
425,Stator Coil Winder (Operating  Machine)
424,Steam Engine Assembler
420,Steam Engine Operator
329,Steam Pipe Fitter
150,Steam Power Plant Operator
435,Steamroller Driver
396,Steel Refiner
396,Steel Roller
323,Steeple Jack
323,Steeplejack
361,Stencil Cutter (Silk-Screen)
360,Stencil Maker (Printing Plate)
361,Stencil Maker (Silk-Screen)
224,Stenographer
223,Stenography Secretary
360,Stereotype Caster
360,Stereotype Moulder
360,Stereotyper
289,Sterilization Aide
460,Stevedore
152,Still Operator (Batch (Chemical Processes Except Petroleum And Natural Gas))
152,Still Operator (Chemical)
152,Still Operator (Continuous (Chemical Processes Except Petroleum And Natural Gas))
399,Still Operator (Perfume)
153,Still Operator (Petroleum And Natural Gas Refining)
414,Still Operator (Spirits)
399,Still Operator (Turpentine)
153,Still-Pump Operator (Petroleum And Natural Gas Refining)
242,Stock Clerk
461,Stock Filler
461,Stock Handler (Retail)
460,Stock Handler (Warehouse)
181,Stock Jobber
461,Stock Replenisher
181,Stock Trader
181,Stockbroker
181,Stocks And Shares Broker
73,Stomatologist
320,Stone Carver
320,Stone Cutter
320,Stone Cutter-Finisher
320,Stone Dresser
320,Stone Driller
320,Stone Engraver
320,Stone Finisher
320,Stone Grader
320,Stone Grinder
320,Stone Mason
320,Stone Planer
320,Stone Polisher (Hand Or Hand-Powered Tools)
320,Stone Sawyer
320,Stone Splitter
320,Stonecutter
320,Stonecutting Sandblaster
320,Stonecutting Shotblaster
320,Stonemason
392,Stone-Processing Plant Operator
320,Stonework Worker (Layout)
320,Stoneworker
23,Storage Manager
275,Store Cashier
274,Store Clerk (Sales)
461,Store Clerk (Stock)
206,Store Detective
34,Store Manager (Retail)
242,Storekeeper
242,Storeroom Clerk
136,Storyteller
12,Strategic Planning Director
12,Strategic Planning Manager
101,Strategist
101,Strategy Analyst
40,Stratigrapher
356,Straw Weaver
470,Street Cleaner
134,Street Dancer
133,Street Musician
133,Street Singer
470,Street Sweeper
270,Street Vendor (Drinks)
270,Street Vendor (Food)
465,Street Vendor (Non-Food Products)
432,Streetcar Driver
435,Streetsweeper Driver
435,Streetsweeper Operator
134,Strip-Tease Artist
134,Strip-Tease Dancer
145,Structural Draughtsperson
47,Structural Engineer
337,Structural Metal Erector
337,Structural Metal Loftsman
337,Structural Metal Loftswoman
337,Structural Metal Marker
337,Structural Preparer (Metal)
331,Structural Steel Painter
337,Structural Steel Worker (Workshop)
326,Stucco Mason
326,Stucco Plasterer
301,Stud Breeder
301,Stud Farmer
448,Stud Groom
94,Student Adviser
94,Student Counsellor
221,Studio Equipment Operator (Radio)
221,Studio Equipment Operator (Television)
451,Stump-Grubber
216,Stunt Artist
216,Stunt Coordinator
216,Stunt Man
216,Stunt Woman
216,Stuntman
216,Stuntwoman
130,Sub Editor
130,Sub-Editor
316,Subsistence Collector
316,Subsistence Diver
315,Subsistence Farmer
316,Subsistence Fisher
316,Subsistence Fisherman
316,Subsistence Fisherwoman
313,Subsistence Gardener
316,Subsistence Gatherer
316,Subsistence Hunter
316,Subsistence Trapper
131,Subtitler
427,Subway Driver
447,Sugar Cane Cutter
372,Sugar Confectionery Cutter
372,Sugar Confectionery Dipper
372,Sugar Confectionery Mixer
372,Sugar Confectionery Roller
374,Sugar Maker (Traditional Methods)
296,Sugar-Beet Farmer
296,Sugar-Beet Grower
296,Sugar-Cane Farmer
296,Sugar-Cane Grower
296,Sugar-Cane Planter
426,Sun-Blinds Assembler
97,Superannuation Adviser
97,Superannuation Consultant (Providing Advice)
416,Supercalender Operator
128,Superior Mother
275,Supermarket Cashier
34,Supermarket Manager
273,Supermarket Supervisor
23,Supplies Manager
23,Supply And Distribution Manager
23,Supply Chain Manager
242,Supply Clerk
188,Supply Officer
218,Support Consultant (Information Technology)
218,Support Officer (IT)
115,Support Officer (Network Administration)
294,Surf Lifesaver
